num_voters,title,url,avg_rating,rank,geek_rating,release_date
15566.0,Gloomhaven,/boardgame/174430/gloomhaven,8.99,1,8.619,2017
26179.0,Pandemic Legacy: Season 1,/boardgame/161936/pandemic-legacy-season-1,8.66,2,8.502,2015
12423.0,Through the Ages: A New Story of Civilization,/boardgame/182028/through-ages-new-story-civilization,8.6,3,8.301,2015
26269.0,Terraforming Mars,/boardgame/167791/terraforming-mars,8.39,4,8.201,2016
31368.0,Twilight Struggle,/boardgame/12333/twilight-struggle,8.34,5,8.198,2005
13397.0,Star Wars: Rebellion,/boardgame/187645/star-wars-rebellion,8.47,6,8.165,2016
29437.0,Scythe,/boardgame/169786/scythe,8.29,7,8.107,2016
29377.0,Terra Mystica,/boardgame/120677/terra-mystica,8.24,8,8.092,2012
13650.0,Great Western Trail,/boardgame/193738/great-western-trail,8.29,9,8.042,2016
6207.0,The 7th Continent,/boardgame/180263/7th-continent,8.67,10,8.03,2017
4983.0,Gaia Project,/boardgame/220308/gaia-project,8.68,11,8.015,2017
31737.0,The Castles of Burgundy,/boardgame/84876/castles-burgundy,8.12,12,8.007,2011
32351.0,7 Wonders Duel,/boardgame/173346/7-wonders-duel,8.15,13,8.007,2015
8251.0,War of the Ring (Second Edition),/boardgame/115746/war-ring-second-edition,8.38,14,7.988,2012
21216.0,Caverna: The Cave Farmers,/boardgame/102794/caverna-cave-farmers,8.12,15,7.953,2013
52930.0,Puerto Rico,/boardgame/3076/puerto-rico,8.06,16,7.948,2002
53555.0,Agricola,/boardgame/31260/agricola,8.02,17,7.923,2007
21577.0,Mage Knight Board Game,/boardgame/96848/mage-knight-board-game,8.12,18,7.915,2011
12154.0,Viticulture Essential Edition,/boardgame/183394/viticulture-essential-edition,8.17,19,7.911,2015
12168.0,Arkham Horror: The Card Game,/boardgame/205637/arkham-horror-card-game,8.26,20,7.91,2016
12496.0,Mansions of Madness: Second Edition,/boardgame/205059/mansions-madness-second-edition,8.2,21,7.887,2016
15362.0,Concordia,/boardgame/124361/concordia,8.07,22,7.886,2013
21109.0,Blood Rage,/boardgame/170216/blood-rage,8.08,23,7.881,2015
9270.0,Mechs vs. Minions,/boardgame/209010/mechs-vs-minions,8.22,24,7.87,2016
12801.0,Orléans,/boardgame/164928/orleans,8.08,25,7.854,2014
14610.0,Star Wars: Imperial Assault,/boardgame/164153/star-wars-imperial-assault,8.14,26,7.854,2014
16337.0,Through the Ages: A Story of Civilization,/boardgame/25613/through-ages-story-civilization,8.03,27,7.85,2006
7498.0,Food Chain Magnate,/boardgame/175914/food-chain-magnate,8.22,28,7.84,2015
46766.0,Power Grid,/boardgame/2651/power-grid,7.91,29,7.827,2004
3125.0,Twilight Imperium: Fourth Edition,/boardgame/233078/twilight-imperium-fourth-edition,8.88,30,7.821,2017
8194.0,A Feast for Odin,/boardgame/177736/feast-odin,8.19,31,7.82,2016
22652.0,Eclipse,/boardgame/72125/eclipse,7.97,32,7.809,2011
4255.0,Pandemic Legacy: Season 2,/boardgame/221107/pandemic-legacy-season-2,8.46,33,7.805,2017
4768.0,Kingdom Death: Monster,/boardgame/55690/kingdom-death-monster,8.9,34,7.804,2015
11475.0,Brass: Lancashire,/boardgame/28720/brass-lancashire,8.01,35,7.789,2007
3694.0,Titan,/boardgame/103/titan,6.95,801,6.553,1980
23209.0,Robinson Crusoe: Adventures on the Cursed Island,/boardgame/121921/robinson-crusoe-adventures-cursed-island,7.95,36,7.785,2012
21402.0,Le Havre,/boardgame/35677/le-havre,7.91,37,7.782,2008
3045.0,Mystery Rummy: Jack the Ripper,/boardgame/106/mystery-rummy-jack-ripper,6.97,802,6.553,1998
1716.0,Patchistory,/boardgame/144041/patchistory,7.26,803,6.553,2013
21458.0,Tzolk'in: The Mayan Calendar,/boardgame/126163/tzolk-mayan-calendar,7.93,38,7.782,2012
22812.0,Android: Netrunner,/boardgame/124742/android-netrunner,7.92,39,7.74,2012
2411.0,Sticheln,/boardgame/354/sticheln,7.03,804,6.55,1993
2731.0,Amyitis,/boardgame/29934/amyitis,6.98,805,6.549,2007
12854.0,The Voyages of Marco Polo,/boardgame/171623/voyages-marco-polo,7.96,40,7.739,2015
11568.0,Azul,/boardgame/230802/azul,8.01,41,7.738,2017
2477.0,XenoShyft: Onslaught,/boardgame/159109/xenoshyft-onslaught,7.06,806,6.548,2015
870.0,Advanced Squad Leader: Starter Kit #3,/boardgame/20542/advanced-squad-leader-starter-kit-3,8.0,807,6.546,2007
61613.0,7 Wonders,/boardgame/68448/7-wonders,7.8,42,7.713,2010
14306.0,Keyflower,/boardgame/122515/keyflower,7.89,43,7.705,2012
4766.0,Doom: The Boardgame,/boardgame/10640/doom-boardgame,6.89,808,6.545,2004
2264.0,Löwenherz,/boardgame/66/lowenherz,7.07,809,6.545,1997
4129.0,Spirit Island,/boardgame/162886/spirit-island,8.42,44,7.703,2017
42378.0,Codenames,/boardgame/178900/codenames,7.79,45,7.697,2015
2322.0,Asara,/boardgame/72991/asara,7.04,810,6.545,2010
1571.0,Plague Inc.: The Board Game,/boardgame/195162/plague-inc-board-game,7.73,811,6.545,2017
23519.0,Caylus,/boardgame/18602/caylus,7.83,46,7.684,2005
20659.0,Eldritch Horror,/boardgame/146021/eldritch-horror,7.91,47,7.683,2013
4187.0,Yokohama,/boardgame/196340/yokohama,7.96,101,7.425,2016
11730.0,Castle Panic,/boardgame/43443/castle-panic,6.69,812,6.544,2009
2725.0,Le Havre: The Inland Port,/boardgame/129051/le-havre-inland-port,6.97,813,6.543,2012
15919.0,T.I.M.E Stories,/boardgame/146508/time-stories,7.88,48,7.679,2015
37969.0,Race for the Galaxy,/boardgame/28143/race-galaxy,7.77,49,7.672,2007
3868.0,Paths of Glory,/boardgame/91/paths-glory,8.0,102,7.425,1999
6332.0,Grand Austria Hotel,/boardgame/182874/grand-austria-hotel,7.79,103,7.422,2015
1271.0,Fog of Love,/boardgame/175324/fog-love,7.55,814,6.543,2017
3085.0,Meuterer,/boardgame/902/meuterer,6.93,815,6.543,2000
16573.0,Twilight Imperium (Third Edition),/boardgame/12493/twilight-imperium-third-edition,7.89,50,7.671,2005
34726.0,Lords of Waterdeep,/boardgame/110327/lords-waterdeep,7.78,51,7.665,2012
4661.0,Combat Commander: Europe,/boardgame/21050/combat-commander-europe,7.9,104,7.417,2006
24174.0,Jaipur,/boardgame/54043/jaipur,7.53,105,7.414,2009
3977.0,Starship Catan,/boardgame/2338/starship-catan,6.85,816,6.543,2001
3698.0,Cosmic Encounter,/boardgame/15/cosmic-encounter,6.92,817,6.542,1977
22359.0,Five Tribes,/boardgame/157354/five-tribes,7.8,52,7.656,2014
4819.0,Fields of Arle,/boardgame/159675/fields-arle,8.17,53,7.653,2014
16825.0,The Lord of the Rings: The Card Game,/boardgame/77423/lord-rings-card-game,7.63,106,7.414,2011
10161.0,Goa,/boardgame/9216/goa,7.62,107,7.405,2004
4832.0,Say Anything,/boardgame/33604/say-anything,6.8,818,6.542,2008
1252.0,Thunderbirds,/boardgame/160610/thunderbirds,7.63,819,6.541,2015
6026.0,Rising Sun,/boardgame/205896/rising-sun,8.18,54,7.653,2018
14284.0,Dominant Species,/boardgame/62219/dominant-species,7.84,55,7.653,2010
6416.0,Champions of Midgard,/boardgame/172287/champions-midgard,7.78,108,7.404,2015
9451.0,Hansa Teutonica,/boardgame/43015/hansa-teutonica,7.63,109,7.402,2009
869.0,Liberty or Death: The American Insurrection,/boardgame/165872/liberty-or-death-american-insurrection,7.96,820,6.54,2016
2266.0,Merkator,/boardgame/39684/merkator,7.05,821,6.537,2010
20062.0,El Grande,/boardgame/93/el-grande,7.79,56,7.648,1995
5426.0,Clans of Caledonia,/boardgame/216132/clans-caledonia,8.13,57,7.646,2017
4579.0,Codenames Duet,/boardgame/224037/codenames-duet,7.87,110,7.399,2017
6195.0,Inis,/boardgame/155821/inis,7.82,111,7.397,2016
2609.0,Star Trek: Catan,/boardgame/117985/star-trek-catan,7.04,822,6.535,2012
4404.0,Quarto,/boardgame/681/quarto,6.84,823,6.535,1991
27595.0,Patchwork,/boardgame/163412/patchwork,7.76,58,7.641,2014
25483.0,Dominion: Intrigue,/boardgame/40834/dominion-intrigue,7.76,59,7.633,2009
15860.0,Village,/boardgame/104006/village,7.55,112,7.397,2011
9082.0,Ticket to Ride: Nordic Countries,/boardgame/31627/ticket-ride-nordic-countries,7.66,113,7.397,2007
1468.0,Axis & Allies Europe 1940,/boardgame/61692/axis-allies-europe-1940,7.55,824,6.535,2010
1126.0,Nusfjord,/boardgame/234277/nusfjord,7.58,825,6.534,2017
18738.0,Roll for the Galaxy,/boardgame/132531/roll-galaxy,7.78,60,7.626,2014
11880.0,Clank!: A Deck-Building Adventure,/boardgame/201808/clank-deck-building-adventure,7.87,61,7.622,2016
7759.0,Zombicide: Black Plague,/boardgame/176189/zombicide-black-plague,7.82,114,7.397,2015
8583.0,Steam,/boardgame/27833/steam,7.64,115,7.396,2009
1325.0,The Prodigals Club,/boardgame/181796/prodigals-club,7.4,826,6.534,2015
3665.0,Wyatt Earp,/boardgame/878/wyatt-earp,6.87,827,6.533,2001
28067.0,Battlestar Galactica: The Board Game,/boardgame/37111/battlestar-galactica-board-game,7.75,62,7.61,2008
19441.0,Star Wars: X-Wing Miniatures Game,/boardgame/103885/star-wars-x-wing-miniatures-game,7.82,63,7.605,2012
38810.0,Splendor,/boardgame/148228/splendor,7.5,116,7.396,2014
6082.0,La Granja,/boardgame/146886/la-granja,7.74,117,7.392,2014
1298.0,Watson & Holmes,/boardgame/182694/watson-holmes,7.45,828,6.532,2015
745.0,Thunderstone Quest,/boardgame/215341/thunderstone-quest,8.34,829,6.532,2018
28970.0,Dead of Winter: A Crossroads Game,/boardgame/150376/dead-winter-crossroads-game,7.75,64,7.603,2014
7144.0,Mombasa,/boardgame/172386/mombasa,7.95,65,7.599,2015
7113.0,Age of Steam,/boardgame/4098/age-steam,7.69,118,7.392,2002
21188.0,Memoir '44,/boardgame/10630/memoir-44,7.54,119,7.392,2004
716.0,Mega Civilization,/boardgame/184424/mega-civilization,8.27,830,6.53,2015
3508.0,Bausack,/boardgame/1231/bausack,6.87,831,6.53,1987
11589.0,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,/boardgame/2511/sherlock-holmes-consulting-detective-thames-murder,7.82,66,7.593,1981
13415.0,Troyes,/boardgame/73439/troyes,7.77,67,7.582,2010
13716.0,The Princes of Florence,/boardgame/555/princes-florence,7.57,120,7.387,2000
1750.0,The Lost Expedition,/boardgame/216459/lost-expedition,7.24,832,6.529,2017
4680.0,High Society,/boardgame/220/high-society,6.78,833,6.529,1995
5510.0,The Gallerist,/boardgame/125153/gallerist,8.02,68,7.581,2015
21918.0,Tigris & Euphrates,/boardgame/42/tigris-euphrates,7.72,69,7.577,1997
7435.0,Viticulture,/boardgame/128621/viticulture,7.69,121,7.386,2013
2636.0,Lisboa,/boardgame/161533/lisboa,8.24,122,7.383,2017
6089.0,Ubongo,/boardgame/16986/ubongo,6.74,834,6.529,2003
1206.0,DC Comics Dice Masters: Justice League,/boardgame/138649/dc-comics-dice-masters-justice-league,7.5,835,6.529,2015
10800.0,Russian Railroads,/boardgame/144733/russian-railroads,7.8,70,7.575,2013
11380.0,Trajan,/boardgame/102680/trajan,7.79,71,7.571,2011
11374.0,Tichu,/boardgame/215/tichu,7.6,123,7.382,1991
12502.0,Go,/boardgame/188/go,7.66,124,7.38,-2200
1544.0,Murano,/boardgame/163413/murano,7.26,836,6.529,2014
1683.0,Necromunda,/boardgame/3072/necromunda,7.29,837,6.528,1995
63194.0,Dominion,/boardgame/36218/dominion,7.66,72,7.569,2008
74434.0,Pandemic,/boardgame/30549/pandemic,7.65,73,7.563,2008
15319.0,Legendary: A Marvel Deck Building Game,/boardgame/129437/legendary-marvel-deck-building-game,7.62,125,7.372,2012
55217.0,Ticket to Ride,/boardgame/9209/ticket-ride,7.46,126,7.364,2004
1863.0,Doomtown: Reloaded,/boardgame/156714/doomtown-reloaded,7.27,838,6.528,2014
1751.0,Mü & More,/boardgame/152/mu-more,7.19,839,6.525,1995
11346.0,Santorini,/boardgame/194655/santorini,7.8,74,7.547,2016
4296.0,Anachrony,/boardgame/185343/anachrony,8.16,75,7.547,2017
5072.0,Raiders of the North Sea,/boardgame/170042/raiders-north-sea,7.82,127,7.361,2015
11376.0,Shogun,/boardgame/20551/shogun,7.56,128,7.35,2006
1843.0,A Fake Artist Goes to New York,/boardgame/135779/fake-artist-goes-new-york,7.15,840,6.524,2012
1521.0,City of Iron,/boardgame/123499/city-iron,7.3,841,6.524,2013
8717.0,Crokinole,/boardgame/521/crokinole,7.79,76,7.543,1876
11465.0,Kemet,/boardgame/127023/kemet,7.76,77,7.532,2012
23528.0,Galaxy Trucker,/boardgame/31481/galaxy-trucker,7.46,129,7.35,2007
15430.0,Imperial Settlers,/boardgame/154203/imperial-settlers,7.52,130,7.348,2014
3079.0,Aton,/boardgame/19999/aton,6.89,842,6.524,2005
1327.0,Ascension: Immortal Heroes,/boardgame/122294/ascension-immortal-heroes,7.44,843,6.524,2012
17463.0,Descent: Journeys in the Dark (Second Edition),/boardgame/104162/descent-journeys-dark-second-edition,7.76,78,7.528,2012
34980.0,Stone Age,/boardgame/34635/stone-age,7.62,79,7.518,2008
14045.0,Cyclades,/boardgame/54998/cyclades,7.54,131,7.342,2009
2670.0,Agricola (Revised Edition),/boardgame/200680/agricola-revised-edition,8.22,132,7.341,2016
4400.0,Room 25,/boardgame/127024/room-25,6.81,844,6.523,2013
5091.0,Tides of Time,/boardgame/176229/tides-time,6.76,845,6.523,2015
12701.0,Alchemists,/boardgame/161970/alchemists,7.73,80,7.51,2014
5274.0,Forbidden Stars,/boardgame/175155/forbidden-stars,8.01,81,7.509,2015
6011.0,YINSH,/boardgame/7854/yinsh,7.69,133,7.339,2003
4382.0,BattleLore (Second Edition),/boardgame/146439/battlelore-second-edition,7.86,134,7.336,2013
3574.0,Warrior Knights,/boardgame/22038/warrior-knights,6.88,846,6.523,2006
1372.0,Sid Meier's Civilization: A New Dawn,/boardgame/233247/sid-meiers-civilization-new-dawn,7.48,847,6.523,2017
16776.0,Castles of Mad King Ludwig,/boardgame/155426/castles-mad-king-ludwig,7.67,82,7.507,2014
9246.0,War of the Ring (First Edition),/boardgame/9609/war-ring-first-edition,7.79,83,7.504,2004
16558.0,Ra,/boardgame/12/ra,7.47,135,7.334,1999
10069.0,Dungeon Petz,/boardgame/97207/dungeon-petz,7.54,136,7.332,2011
2766.0,In the Shadow of the Emperor,/boardgame/13780/shadow-emperor,6.93,848,6.521,2004
1667.0,Royals,/boardgame/165986/royals,7.21,849,6.519,2014
21544.0,A Game of Thrones: The Board Game (Second Edition),/boardgame/103343/game-thrones-board-game-second-edition,7.69,84,7.498,2011
6809.0,Arcadia Quest,/boardgame/155068/arcadia-quest,7.9,85,7.496,2014
10134.0,Lewis & Clark,/boardgame/140620/lewis-clark,7.55,137,7.331,2013
77239.0,Carcassonne,/boardgame/822/carcassonne,7.43,138,7.331,2000
3013.0,BattleTech,/boardgame/1540/battletech,6.98,850,6.519,1985
2955.0,Aladdin's Dragons,/boardgame/492/aladdins-dragons,6.92,851,6.518,2000
19800.0,The Resistance: Avalon,/boardgame/128882/resistance-avalon,7.66,86,7.493,2012
24470.0,Star Realms,/boardgame/147020/star-realms,7.63,87,7.491,2014
9245.0,Age of Empires III: The Age of Discovery,/boardgame/22545/age-empires-iii-age-discovery,7.57,139,7.328,2007
4485.0,Hannibal: Rome vs. Carthage,/boardgame/234/hannibal-rome-vs-carthage,7.82,140,7.327,1996
6891.0,Cartagena,/boardgame/826/cartagena,6.7,852,6.518,2000
3218.0,Dice City,/boardgame/179572/dice-city,6.88,853,6.518,2015
8120.0,Legendary Encounters: An Alien Deck Building Game,/boardgame/146652/legendary-encounters-alien-deck-building-game,7.82,88,7.489,2014
8362.0,Ora et Labora,/boardgame/70149/ora-et-labora,7.75,89,7.48,2011
7596.0,Imperial,/boardgame/24181/imperial,7.62,141,7.325,2006
6516.0,Mage Wars Arena,/boardgame/101721/mage-wars-arena,7.74,142,7.324,2012
2389.0,Pixel Tactics,/boardgame/125548/pixel-tactics,7.04,854,6.518,2012
1767.0,The Mind,/boardgame/244992/mind,7.18,855,6.517,2018
4400.0,Pandemic: Iberia,/boardgame/198928/pandemic-iberia,8.05,90,7.48,2016
16673.0,Istanbul,/boardgame/148949/istanbul,7.62,91,7.472,2014
2857.0,Sekigahara: The Unification of Japan,/boardgame/25021/sekigahara-unification-japan,8.05,143,7.322,2011
3143.0,Near and Far,/boardgame/195421/near-and-far,8.02,144,7.321,2017
4573.0,Starfarers of Catan,/boardgame/1897/starfarers-catan,6.81,856,6.517,1999
1379.0,Wars of the Roses: Lancaster vs. York,/boardgame/58936/wars-roses-lancaster-vs-york,7.35,857,6.515,2010
42260.0,Ticket to Ride: Europe,/boardgame/14996/ticket-ride-europe,7.58,92,7.466,2005
12478.0,Chaos in the Old World,/boardgame/43111/chaos-old-world,7.68,93,7.46,2009
9391.0,Summoner Wars: Master Set,/boardgame/93260/summoner-wars-master-set,7.58,145,7.32,2011
9528.0,Sushi Go Party!,/boardgame/192291/sushi-go-party,7.58,146,7.316,2016
1412.0,Ticket to Ride: Rails & Sails,/boardgame/202670/ticket-ride-rails-sails,7.43,858,6.515,2016
3436.0,The Magic Labyrinth,/boardgame/41916/magic-labyrinth,6.88,859,6.515,2009
17372.0,Suburbia,/boardgame/123260/suburbia,7.6,94,7.46,2012
4814.0,Charterstone,/boardgame/197376/charterstone,8.01,95,7.457,2017
11566.0,Glory to Rome,/boardgame/19857/glory-rome,7.49,147,7.312,2005
6962.0,Runewars,/boardgame/59294/runewars,7.68,148,7.312,2010
2623.0,Gravwell: Escape from the 9th Dimension,/boardgame/142992/gravwell-escape-9th-dimension,6.96,860,6.513,2013
6016.0,Timeline: Inventions,/boardgame/85256/timeline-inventions,6.73,861,6.513,2010
9983.0,Railways of the World,/boardgame/17133/railways-world,7.69,96,7.457,2005
7173.0,Commands & Colors: Ancients,/boardgame/14105/commands-colors-ancients,7.78,97,7.453,2006
7255.0,Targi,/boardgame/118048/targi,7.6,149,7.312,2012
4461.0,Dead of Winter: The Long Night,/boardgame/193037/dead-winter-long-night,7.86,150,7.312,2016
2393.0,The Scepter of Zavandor,/boardgame/13884/scepter-zavandor,7.01,862,6.512,2004
19128.0,Saboteur,/boardgame/9220/saboteur,6.62,863,6.511,2004
9373.0,Nations,/boardgame/126042/nations,7.7,98,7.452,2013
9126.0,Captain Sonar,/boardgame/171131/captain-sonar,7.71,99,7.439,2016
12907.0,Space Alert,/boardgame/38453/space-alert,7.49,151,7.312,2008
6953.0,Sagrada,/boardgame/199561/sagrada,7.65,152,7.312,2017
1429.0,Sword of Rome,/boardgame/7480/sword-rome,7.31,864,6.509,2004
1306.0,Dungeons & Dragons Dice Masters: Battle for Faerûn,/boardgame/160902/dungeons-dragons-dice-masters-battle-faerun,7.39,865,6.509,2015
22053.0,Cosmic Encounter,/boardgame/39463/cosmic-encounter,7.58,100,7.426,2008
12857.0,Isle of Skye: From Chieftain to King,/boardgame/176494/isle-skye-chieftain-king,7.49,153,7.308,2015
2583.0,Kremlin,/boardgame/196/kremlin,6.98,866,6.509,1986
4178.0,Roma,/boardgame/16496/roma,6.8,867,6.508,2005
2669.0,Power Grid Deluxe: Europe/North America,/boardgame/155873/power-grid-deluxe-europenorth-america,8.08,154,7.307,2014
25747.0,Magic: The Gathering,/boardgame/463/magic-gathering,7.45,155,7.306,1993
7790.0,Spot it!,/boardgame/63268/spot-it,6.69,868,6.507,2009
870.0,Decrypto,/boardgame/225694/decrypto,7.89,869,6.507,2018
7394.0,Bora Bora,/boardgame/127060/bora-bora,7.58,156,7.303,2013
18728.0,Mysterium,/boardgame/181304/mysterium,7.45,157,7.303,2015
7579.0,Poker,/boardgame/1115/poker,6.7,870,6.506,1810
3149.0,D-Day Dice,/boardgame/101785/d-day-dice,6.87,871,6.505,2012
8315.0,Above and Below,/boardgame/172818/above-and-below,7.58,158,7.303,2015
7602.0,1960: The Making of the President,/boardgame/27708/1960-making-president,7.59,159,7.302,2007
2334.0,Aquaretto,/boardgame/34194/aquaretto,7.01,872,6.505,2008
1847.0,Fallout,/boardgame/232918/fallout,7.36,873,6.502,2017
3840.0,Lorenzo il Magnifico,/boardgame/203993/lorenzo-il-magnifico,7.84,160,7.301,2016
16075.0,Seasons,/boardgame/108745/seasons,7.45,161,7.298,2012
1722.0,Ulm,/boardgame/191876/ulm,7.16,874,6.502,2016
3833.0,Rune Age,/boardgame/94362/rune-age,6.84,875,6.502,2011
4529.0,Xia: Legends of a Drift System,/boardgame/82222/xia-legends-drift-system,7.83,162,7.296,2014
12463.0,Alien Frontiers,/boardgame/48726/alien-frontiers,7.47,163,7.296,2010
1574.0,The Staufer Dynasty,/boardgame/166226/staufer-dynasty,7.2,876,6.501,2014
2720.0,The Little Prince: Make Me a Planet,/boardgame/134453/little-prince-make-me-planet,6.93,877,6.5,2013
6806.0,Navegador,/boardgame/66589/navegador,7.58,164,7.284,2010
11907.0,Dixit: Odyssey,/boardgame/92828/dixit-odyssey,7.5,165,7.284,2011
1794.0,Ingenious: Travel Edition,/boardgame/22484/ingenious-travel-edition,7.13,878,6.499,2006
3278.0,Factory Fun,/boardgame/24417/factory-fun,6.84,879,6.499,2006
3239.0,Star Realms: Colony Wars,/boardgame/182631/star-realms-colony-wars,7.95,166,7.278,2015
4608.0,Imperial 2030,/boardgame/54138/imperial-2030,7.73,167,7.278,2009
1296.0,Galaxy Defenders,/boardgame/138431/galaxy-defenders,7.48,880,6.498,2014
721.0,Three Kingdoms Redux,/boardgame/145371/three-kingdoms-redux,8.09,881,6.498,2014
8364.0,Deception: Murder in Hong Kong,/boardgame/156129/deception-murder-hong-kong,7.55,168,7.277,2014
2944.0,Aeon's End,/boardgame/191189/aeons-end,8.07,169,7.277,2016
7195.0,Mascarade,/boardgame/139030/mascarade,6.68,882,6.498,2013
1096.0,1856: Railroading in Upper Canada from 1856,/boardgame/423/1856-railroading-upper-canada-1856,7.5,883,6.497,1995
3660.0,1830: Railways & Robber Barons,/boardgame/421/1830-railways-robber-barons,7.83,170,7.276,1986
6803.0,Fury of Dracula (third/fourth edition),/boardgame/181279/fury-dracula-thirdfourth-edition,7.61,171,7.272,2015
1467.0,New Angeles,/boardgame/205716/new-angeles,7.33,884,6.497,2016
1899.0,Rise of Empires,/boardgame/30658/rise-empires,7.09,885,6.496,2009
3136.0,Here I Stand,/boardgame/17392/here-i-stand,7.94,172,7.269,2006
12820.0,Samurai,/boardgame/3/samurai,7.44,173,7.264,1998
1807.0,Dead Men Tell No Tales,/boardgame/141423/dead-men-tell-no-tales,7.19,886,6.496,2015
1338.0,Medina (second edition),/boardgame/167270/medina-second-edition,7.33,887,6.495,2014
3182.0,This War of Mine: The Board Game,/boardgame/188920/war-mine-board-game,8.05,174,7.263,2017
3816.0,Trickerion: Legends of Illusion,/boardgame/163068/trickerion-legends-illusion,7.81,175,7.262,2015
4763.0,Ghost Blitz,/boardgame/83195/ghost-blitz,6.76,888,6.495,2010
2109.0,Power Struggle,/boardgame/55697/power-struggle,7.02,889,6.495,2009
12543.0,Sid Meier's Civilization: The Board Game,/boardgame/77130/sid-meiers-civilization-board-game,7.47,176,7.26,2010
6920.0,Onitama,/boardgame/160477/onitama,7.58,177,7.257,2014
5171.0,Blue Moon,/boardgame/9446/blue-moon,6.73,890,6.495,2004
2320.0,Olympos,/boardgame/92319/olympos,6.98,891,6.495,2011
29400.0,The Resistance,/boardgame/41114/resistance,7.37,178,7.257,2009
10213.0,Agricola: All Creatures Big and Small,/boardgame/119890/agricola-all-creatures-big-and-small,7.46,179,7.251,2012
3137.0,Power Grid: The First Sparks,/boardgame/106662/power-grid-first-sparks,6.85,892,6.494,2011
2008.0,Age of Renaissance,/boardgame/26/age-renaissance,7.11,893,6.493,1996
13334.0,Battle Line,/boardgame/760/battle-line,7.42,180,7.249,2000
5096.0,Hero Realms,/boardgame/198994/hero-realms,7.72,181,7.248,2016
848.0,Sidereal Confluence: Trading and Negotiation in the Elysian Quadrant,/boardgame/202426/sidereal-confluence-trading-and-negotiation-elysia,7.87,894,6.493,2017
1523.0,Puzzle Strike (Third Edition),/boardgame/123607/puzzle-strike-third-edition,7.3,895,6.493,2012
3428.0,Star Wars: Armada,/boardgame/163745/star-wars-armada,7.94,182,7.245,2015
1868.0,Vinhos Deluxe Edition,/boardgame/175640/vinhos-deluxe-edition,8.33,183,7.244,2016
2226.0,Giants,/boardgame/38862/giants,7.0,896,6.492,2008
9125.0,Ca$h 'n Gun$,/boardgame/19237/cah-n-gun,6.63,897,6.492,2005
13360.0,Kingdomino,/boardgame/204583/kingdomino,7.43,184,7.244,2016
11548.0,Dungeon Lords,/boardgame/45315/dungeon-lords,7.43,185,7.241,2009
1833.0,Coup: Rebellion G54,/boardgame/148943/coup-rebellion-g54,7.13,898,6.49,2014
3573.0,Blokus 3D,/boardgame/6411/blokus-3d,6.81,899,6.49,2003
10712.0,Letters from Whitechapel,/boardgame/59959/letters-whitechapel,7.47,186,7.241,2011
49383.0,Small World,/boardgame/40692/small-world,7.32,187,7.24,2009
4631.0,CV,/boardgame/143986/cv,6.75,900,6.49,2013
3853.0,Exit: The Game – The Abandoned Cabin,/boardgame/203420/exit-game-abandoned-cabin,7.75,188,7.235,2016
4668.0,Die Macher,/boardgame/1/die-macher,7.65,189,7.234,1986
7938.0,Secret Hitler,/boardgame/188834/secret-hitler,7.59,190,7.231,2016
6041.0,Mission: Red Planet (Second Edition),/boardgame/176920/mission-red-planet-second-edition,7.56,191,7.226,2015
16198.0,Ghost Stories,/boardgame/37046/ghost-stories,7.37,192,7.225,2008
6047.0,Claustrophobia,/boardgame/36932/claustrophobia,7.58,193,7.225,2009
3233.0,Indonesia,/boardgame/19777/indonesia,7.81,194,7.224,2005
37047.0,Dixit,/boardgame/39856/dixit,7.32,195,7.222,2008
5602.0,Rococo,/boardgame/144344/rococo,7.57,196,7.218,2013
4741.0,Burgle Bros.,/boardgame/172081/burgle-bros,7.65,197,7.217,2015
8163.0,Bruges,/boardgame/136888/bruges,7.47,198,7.217,2013
3166.0,Blood Bowl: Living Rulebook,/boardgame/15985/blood-bowl-living-rulebook,7.86,199,7.216,2004
2655.0,Clank! In! Space!,/boardgame/233371/clank-space,8.01,200,7.216,2017
1984.0,Altiplano,/boardgame/234487/altiplano,7.61,501,6.827,2017
6943.0,Blue Moon City,/boardgame/21882/blue-moon-city,7.05,502,6.827,2006
2148.0,13 Days: The Cuban Missile Crisis,/boardgame/177590/13-days-cuban-missile-crisis,7.56,503,6.827,2016
1700.0,Churchill,/boardgame/132018/churchill,7.73,504,6.826,2015
2701.0,The Oracle of Delphi,/boardgame/193558/oracle-delphi,7.38,505,6.826,2016
10605.0,Diplomacy,/boardgame/483/diplomacy,7.06,506,6.826,1959
1480.0,Sword & Sorcery,/boardgame/170771/sword-sorcery,8.21,507,6.824,2017
11156.0,Wits & Wagers,/boardgame/20100/wits-wagers,6.97,508,6.822,2005
5604.0,Genoa,/boardgame/1345/genoa,7.12,509,6.822,2001
1206.0,Blood Bowl (2016 edition),/boardgame/212445/blood-bowl-2016-edition,8.22,510,6.821,2016
9081.0,Ca$h 'n Guns (Second Edition),/boardgame/155362/cah-n-guns-second-edition,7.0,511,6.82,2014
3936.0,Carcassonne: The City,/boardgame/12902/carcassonne-city,7.21,512,6.818,2004
4609.0,Maharaja: The Game of Palace Building in India,/boardgame/9440/maharaja-game-palace-building-india,7.15,513,6.818,2004
3334.0,One Deck Dungeon,/boardgame/179275/one-deck-dungeon,7.33,514,6.818,2016
